project_name,pub_time,ai_project_title,requirement_brief,requirement_desc,deadline,company_name,contact_name,contact_phone,province,city,budget,announcement_url,location_text
新疆维吾尔自治区疾病预防控制中心生物样本库维保服务项目,2026-03-13T16:14+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,新疆维吾尔自治区疾病预防控制中心,朱金玉、李天怡、母造诣,0991-4519929,新疆,乌鲁木齐市,31.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26268599.htm,乌鲁木齐市天山区碱泉一街380号
网络安全保险数据智能化处理系统开发服务,2026-03-13T10:01+08:00,网络安全保险数据智能化处理系统,构建数据中枢，实现教育、供需、安全子系统数据采集、清洗、存储、共享与分析，支撑AI模型训练与智能服务推荐，提升平台智能化水平。,"【背景概述】
开发网络安全保险数据智能化处理系统，作为平台数据中枢，打通教育、供需、安全子系统数据壁垒，实现数据采集、清洗、存储、共享与分析，为AI模型训练与智能服务推荐提供支撑，提升平台智能化水平与业务决策能力。

AI需求点：
1. 系统作为平台数据中枢，打通教育、供需、安全等子系统数据壁垒，通过数据采集、清洗、存储、共享与分析，为AI模型训练与智能服务推荐提供数据支撑。",2026-04-03,国家工业信息安全发展研究中心,王圣英、张晓辉、索宏颖、王冲、李洋,010-61954162,北京,北京市,150.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26266326.htm,北京市石景山区鲁谷路35号
辽阳重要芳烃及化纤原料产业基地重大安全风险防控项目,2026-03-13T09:30+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,辽阳市宏伟区应急管理局,高爽,0419-3650033,辽宁,辽阳市,300.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26266241.htm,辽宁省辽阳市宏伟区荣华街98号
国家统计局安徽调查总队安徽省第四次全国农业普查遥感测量技术服务,2026-03-13T21:45+08:00,农业遥感测量AI模型构建与应用,构建面向农业遥感测量的AI模型，实现全省主要农作物播种面积遥感测量及长势监测，包括稻谷、小麦、玉米、大豆和油菜籽等，提供训练样本体系建设、遥感测量平台开发与服务。,"【背景概述】
安徽省第四次全国农业普查遥感测量工作需完成农作物种植地块和设施农业测量，主要粮食作物为稻谷、小麦、玉米、大豆，大宗经济作物为油菜籽。项目要求构建面向农业遥感测量的人工智能模型，完成全省范围主要农作物播种面积遥感测量及长势监测。

1、面向农业遥感测量的人工智能模型构建、训练及应用，包含训练样本体系建设、遥感测量平台开发与服务等，用于农作物种植用地及设施农业用地遥感测量。

2、使用人工智能模型提取目标作物，完成全省范围主要农作物播种面积遥感测量各环节及长势监测等其他相关工作。测量对象包括稻谷、小麦、玉米、大豆等主要粮食作物和油菜籽等大宗经济作物。

3、驻场服务中需提供遥感测量人工智能模型构建训练及应用，含建立训练样本、遥感测量平台服务等。驻场服务期限为完成全部工作并验收合格后，原则上不早于2027年3月31日。",2026-04-03,国家统计局安徽调查总队,韩丁,15650671996,安徽,合肥市,850.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26270776.htm,安徽省合肥市庐阳区淮河路335号
2026年精细化智能网格预报业务及灾害性天气检验评估服务,2026-03-13T20:54+08:00,无相关要求,无相关要求,无相关要求,2026-03-26,深圳市气象局,李先生,15112374885,广东,深圳市,119.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270690.htm,深圳市福田区竹子林园博园东门气象路1号
中山大学中山眼科中心5G智能眼科巡诊车配套服务,2026-03-13T19:18+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,中山大学中山眼科中心,黄金韵、常逸明、陈昊俊、杨立敏、郑名洪、黄茜怡、罗坚,020-83172166-863（834、864）,广东,广州市,315.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26270476.htm,广州市天河区金穗路7号
天津外国语大学附属高新区华苑外国语学校人工智能教室配套设备采购项目,2026-03-13T18:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,天津外国语大学附属高新区华苑外国语学校,冯兆艳、李轶欣,022-28220046,天津,,52.91万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270390.htm,天津滨海高新区海泰发展一道5号
天津外国语大学附属高新区华苑外国语学校采购教学办公、宿舍楼、人工智能家具项目,2026-03-13T18:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-09,天津外国语大学附属高新区华苑外国语学校,肖琳,022-25866109,天津,,64.24万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270356.htm,天津滨海高新区华苑科技园，东至规划道路，南至地界，西至地界，北至海泰发展一道
介休市林草资源综合监控管理平台购买服务项目,2026-03-13T18:09+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,介休市林业局,张团团,0351-2507230,山西,介休市介公路介休市,309.10万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270110.htm,介休市介公路介休市林业局
昭通市公安局刑侦支队采购相关服务项目,2026-03-13T17:55+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,昭通市公安局,徐成,0870-2165689,云南,昭通市,198.97万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269979.htm,昭通市昭阳区昭通大道0001397号
山西省第四次全国农业普查遥感测量技术服务,2026-03-13T17:17+08:00,山西省农业遥感测量AI模型构建与应用,构建面向农业遥感测量的AI模型，实现全省主要农作物播种面积遥感测量及长势监测，包括模型训练、样本体系建设和遥感测量平台开发。,"【背景概述】
山西省第四次全国农业普查遥感测量技术服务，包括遥感影像处理、实地调查、作物遥感测量等工作。

1. 面向农业遥感测量的人工智能模型构建、训练及应用（含训练样本体系建设、遥感测量平台开发与服务等）。
2. 使用人工智能模型提取目标作物，完成全省范围主要农作物播种面积遥感测量各环节及长势监测等其他相关工作。",2026-04-07,国家统计局山西调查总队,李先生,0351-4923869,山西,太原市,462.29万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26269468.htm,太原市杏花岭区府东街82号
绿色能源公共实训集训基地建设项目,2026-03-13T17:16+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,云南现代职业技术学院,凡工,18787014643,云南,楚雄市,367.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269520.htm,楚雄市鹿城镇青龙社区茶花大道649号
金华市公安局交通管理支队无人机设备采购（融合AI视觉识别重点场所“空地一体”交通监测系统）,2026-03-13T16:58+08:00,金华市AI视觉识别交通监测系统,金华市公安局交通管理支队采购融合AI视觉识别技术的重点场所“空地一体”交通监测系统，旨在提升交通管理智能化水平。,"1. 融合AI视觉识别重点场所""空地一体""交通监测系统",2026-04-03,金华市公安局交通管理支队,贾先生,15988519778,浙江,金华市,130.96万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269261.htm,金华市金东区李渔东路2276号
光明区2026年工地环境智能管控服务项目,2026-03-13T16:44+08:00,无相关要求,无相关要求,无相关要求,2026-03-24,深圳市生态环境局光明管理局,李工,15914156640,,深圳市,353.52万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269065.htm,深圳市光明区华夏二路商会大厦20楼
昆明冶金高等专科学校人工智能通识创新工坊采购项目,2026-03-13T16:35+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,昆明冶金高等专科学校,阮斌丽、王柯懿、王若诗、丁红梅、李杰,0871-68103662或0871-68101774,云南,昆明市,245.99万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26268926.htm,昆明市五华区学府路388号
先进精密制造工坊(精密模具制造单元)设备采购,2026-03-13T16:23+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,东莞职业技术学院,蔡惠芬,0769-28330672,广东,东莞市,980.70万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26268770.htm,东莞市松山湖大学路3号东莞职业技术学院行政楼
武汉工程大学元宇宙创新教学平台设备采购,2026-03-13T14:58+08:00,无相关要求,无相关要求,无相关要求,2026-03-16,武汉工程大学,熊梨、杨漫、李萍、陈曦,027-88868656,湖北,武汉市,262.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267664.htm,武汉市江夏区东湖新技术开发区光谷一路206号
富溪乡富溪村菊花产业智能加工采购项目,2026-03-13T14:37+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,黄山市徽州区富溪乡人民政府,李工、陈工,0559-2334139,安徽,黄山市,180.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267510.htm,黄山市徽州区富溪乡
东阳市六石街道智慧垃圾分类运营服务采购项目,2026-03-13T13:56+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,东阳市六石街道办事处,虞斐、童宏艳,0579-86091889,浙江,东阳市,420.73万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267291.htm,东阳市六石街道办事处
中国农业大学烟台研究院采购智能在线加乘式循环水养殖系统、食品加工过程监控设备项目,2026-03-13T13:43+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,中国农业大学,潘老师,010-62736653,北京,北京市,275.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26267257.htm,北京市海淀区圆明园西路2号
赛里木湖景区空地一体化综合治理服务项目,2026-03-13T13:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,博尔塔拉蒙古自治州赛里木湖风景名胜区管理委员会,周静茹,19809090240,新疆,,270.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267200.htm,博州赛里木湖景区东门服务基地
南阳理工学院智能光电制备检测与感知计算科研平台购置项目,2026-03-13T12:09+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,南阳理工学院,谢萍,18625679369,河南,南阳市,250.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267087.htm,南阳市宛城区长江东路80号
12333热线咨询服务外包采购,2026-03-13T11:45+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,重庆市人力资源和社会保障信息中心,王老师,023-88152958,重庆,重庆市,228.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26266977.htm,重庆市人力资源服务产业园北区4号楼5层
大亚湾区货车限行智能管理系统及闯禁令抓拍设备建设项目,2026-03-13T11:44+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,惠州市公安局大亚湾经济技术开发区分局,廖文凤,0752-2847237,广东,,260.56万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26266970.htm,惠州大亚湾经济技术开发区澳头街道安惠大道13号
内蒙古自治区医保智能监管事前事中规则梳理与基金异常数据分析服务,2026-03-13T09:38+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,内蒙古自治区医疗保障局,云锦鸿；质疑联系人：阮佳,0471-5332653；质疑联系电话：0471-5332613,内蒙古,,224.10万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26266258.htm,内蒙古自治区医疗保障局
龙岗区电动自行车智慧防控系统项目,2026-03-13T20:54+08:00,无相关要求,无相关要求,无相关要求,2026-03-24,深圳市龙岗区应急管理局,李沂宣,18565867103,广东,深圳市,158.71万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270701.htm,深圳市龙岗区应急管理局
智慧水利产教融合实训中心重大设备更新项目（二）,2026-03-13T20:52+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,杨凌职业技术学院,梁文龙 胡怡洁 马演 王宇轩 崔文 曹婷 蔡丹,029-88110800转8028,陕西,,586.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270683.htm,陕西省杨凌农业高新技术产业示范区渭惠路24号
油菜智慧生产系统、马铃薯智慧生产系统采购,2026-03-13T19:41+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,西南大学,杜老师,18223480008,重庆,重庆市,166.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26270567.htm,重庆市北碚区天生路2号
2026年智慧城管系统信息采集及处置业务运营服务项目,2026-03-13T18:30+08:00,智慧城管系统信息采集及处置业务运营服务,构建覆盖全市的智慧城管系统，实现城市管理问题全流程闭环管理，通过AI智能识别、舆情分析、GIS技术等提升城市精细化管理水平。,"【背景概述】
智慧城管系统信息采集及处置业务运营服务项目覆盖全市7个县区、22个街道，涉及231类城市管理问题。通过信息采集与业务处置服务，实现城市管理问题""信息采集、案件建立、任务派遣、任务处理、处理反馈、核查结案、归档分析""全流程闭环管理，提升城市精细化管理水平。

1、视频巡查采集需作为现场采集及""AI智能识别""之外能力补充，实现""机器看不准的有人看、机器管不了的有人管""的互补机制。在人员密集场所实施实时轮巡+""AI报警联动""。

2、建立无照游商、占道经营等预测模型，结合对接公安视频、城市运行管理服务平台等数据源，收集城市管理案件数据、公安视频数据、城运平台数据等外部数据源，以及天气数据、节假日数据，提前预测无照游商和占道经营的发生概率。

3、通过技术进行舆情分析，识别市民通过政务App、小程序、社交媒体等渠道反馈的关于绿化问题投诉和建议中的高频问题和集中诉求区域，将结果纳入养护计划。

4、依托城市运行管理服务平台智能派遣功能进行任务派遣，通过统一编码和智能分拨，减少退单、改派，缩短问题流转时间。

5、利用数据分析工具和地理信息系统（GIS）技术，对城市环卫管理服务的覆盖情况进行可视化分析，识别服务盲区，生成便民设施选址建议。

6、数据分析应用岗人员要求数学类、统计学类、数据科学类专业者优先。",2026-04-03,惠州市城乡管理和综合执法局,张选平,0752-2180317,广东,惠州市,327.60万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270229.htm,惠州市江北三新南路2--1号
如东县洋口镇市级现代农业产业高质量发展园无人智慧农场建设购买拖拉机和收割机项目,2026-03-13T17:14+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,如东县洋口镇人民政府,陈华,13404206005,江苏,,125.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269497.htm,如东县洋口镇洋口大道
寿阳县人民医院智慧医院改造项目,2026-03-13T16:51+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,寿阳县人民医院,邸明、付冲、郜正浩、武玲、宋杰、姜天睿？,0351-2772689,山西,,493.42万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269175.htm,山西省寿阳县蝠山大道1号
苍梧县人民医院智慧医疗信息系统一期项目（重）,2026-03-13T16:46+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,苍梧县人民医院,谢小姐,0774-3825354,广西,梧州市,684.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269081.htm,梧州市龙圩区龙圩镇凤岭街22号
平安中捷服务项目,2026-03-13T16:43+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,中捷产业园区党政办公室本级,张广建,0317-5817110,,,393.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26269051.htm,中捷产业园区
平谷区外围道路智慧卡口建设项目,2026-03-13T16:14+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,北京市公安局平谷分局本级,贾俊姣,89992757,北京,北京市,568.68万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26268605.htm,北京市平谷区府前街21号
江阴市人民医院智慧医院建设项目（三）,2026-03-13T15:39+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,江阴市人民医院,张林乔,0510-88027621,江苏,江阴市,230.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26268137.htm,江阴市寿山路163号
中国矿业大学（北京）理化楼421多功能案例室建设项目,2026-03-13T15:35+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,中国矿业大学（北京）,杨梦雪、王蕾蕾、杨欢、周洁琼、王希、孙恺宁、王爽,010-61196029,北京,北京市,59.55万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260313_26268010.htm,北京市海淀区学院路丁11号
汕尾市城区“数字城市”信息化建设项目(一期)-监理服务项目,2026-03-13T15:15+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,汕尾市城区政务服务和数据管理局,徐先生,0660-3875333,广东,汕尾市,96.02万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267860.htm,广东省汕尾市城区香洲街道 通港路365号原富临酒店五楼、六楼
屏南县规模化畜禽养殖场粪污资源化利用智慧化监管建设项目（一期）,2026-03-13T14:53+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,宁德市屏南生态环境局,叶珍亨、肖圆圆、黎炳泉,15059295205,福建,,250.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267633.htm,西环北路151号
新能源学院智慧教学终端建设项目,2026-03-13T10:31+08:00,无相关要求,无相关要求,无相关要求,2026-04-07,内蒙古工业大学,李晓娜、王淑娟、李晓英,0471-4675102,内蒙古,内蒙古？治区呼和浩特市,268.88万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26266512.htm,内蒙古？治区呼和浩特市新城区爱？街49号
天津市第五中心医院生态城医院采购AI影像辅助诊断系统项目,2026-03-13T18:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,天津市第五中心医院生态城医院,刘春雪,022-25866129,天津,,79.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26270334.htm,天津生态城和畅路3333号
和布克赛尔县紧密型医共体建设项目,2026-03-13T13:25+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,和布克赛尔蒙古自治县卫生健康委员会,封凯、许艺瀚,15739706600、15299861781,新疆,,450.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260313_26267225.htm,和布克赛尔县和布克西街6号
山东省应急管理厅应急管理数智化综合能力提升工程（一期）扩展项目,2026-03-12T01:00+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,山东省应急管理厅机关,侯艳丽,0531-88260899,山东,,207.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26261301.htm,空
龙口市教育和体育局新增配备中小学智慧黑板项目,2026-03-12T00:59+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,龙口市教育和体育局本级,丁进,0535-8545268,山东,龙口市,152.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26261240.htm,龙口市实验路13号
南菁高中绮山湖校区专用功能室设备采购,2026-03-12T14:23+08:00,南菁高中专用功能室智能设备采购,为南菁高中绮山湖校区采购地理、思政等专用教室设备，包括地形图、点读教鞭、音箱等，需具备图像识别、声光电演示等功能，提供权威检测报告。,"【背景概述】
南菁高中绮山湖校区根据教学需要，拟采购地理专用教室、思政专用教室、学生发展指导中心、科创综合实践室、人工智能实践室、智能无人科技实践室、智能制造实践室等专用功能室设备，用于教学、心理指导和创新实践。

1、地理专用教室的世界地形图与中国地形图，其电子点读功能配备无线点读教鞭，教鞭装有特殊摄像头，具有光学图像识别功能，可识别隐形底码；配套音箱通过无线接收器接收码值信息后，根据预设的码值与语音对应关系播放相应解说内容。地图内容涵盖世界及中国的主要地理要素，并通过声光电演示河流、能源分布等专题信息。中国地形图支持利用集成电路和光纤实现国界、省会、直辖市及主要铁路的灯光显示与语音同步解说。投标时需提供带有CMA标识的第三方权威检测机构出具的检测性能、安全、结构、外观一般要求合格的检测报告复印件加盖公章。",2026-04-08,江阴市人民政府云亭街道办事处,黄晓燕,0510-86106266,江苏,江阴市,209.70万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26262611.htm,江苏省江阴市云亭街道云新路18号
许昌市中心医院腹腔镜内窥镜手术系统（手术机器人）项目,2026-03-12T17:27+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,许昌市中心医院,黄女士,0374-2968687,河南,许昌市,150.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26264802.htm,许昌市文轩路666号
文山州档案馆数字档案管理系统及信息化基础环境建设项目,2026-03-12T17:20+08:00,无相关要求,无相关要求,无相关要求,2026-04-09,中国共产党文山壮族苗族自治州委员会办公室,钱老师,0876-2661091,云南,文山市,709.42万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26264707.htm,文山市华龙北路1号
区域产教融合实践中心（第一期）项目,2026-03-12T14:20+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,云南能源职业技术学院,杨智鑫、高燕、杨丽雅,0871-63538448,云南,曲靖市,109.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26262601.htm,云南省曲靖市职教中心文苑北路8号
农业农村部奶牛养殖工程科研基地专用设备-环境信息采集控制系统等,2026-03-12T10:57+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,内蒙古农业大学,苏娴、蒿鑫、唐燕娇,0471-5617033、15247161562,内蒙古,内蒙古自治区呼和浩特市,261.49万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26261931.htm,内蒙古自治区呼和浩特市赛罕区昭乌达路306号
交通运输综合执法非现场智算保障服务项目,2026-03-12T15:45+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,北京市交通运输综合执法总队执法保障中心,王欣,010-85343322,北京,北京市,80.11万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26263426.htm,北京市西城区宣西大街16楼
柘荣县太子参供应链公共管理系统,2026-03-12T11:41+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,柘荣县农业农村局,王明珠、艾莉莉、顾奕,0591-87117885,福建,,235.44万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26262197.htm,福建省宁德地区柘荣县六一五西路131号
紫金山实验室内生安全知识体系平台智能化改造项目,2026-03-12T17:48+08:00,内生安全知识体系平台AI智能化改造,升级现有平台，构建AI驱动、知识图谱核心的智能化知识服务平台，支持多模态交互和多终端访问。,"【背景概述】
本项目对现有内生安全知识体系平台进行升级扩展，构建以AI驱动、知识图谱为核心、支持多模态交互与多终端访问的智能化知识服务平台。

【AI需求点】
1. 构建AI驱动的智能化知识服务平台，以知识图谱为核心技术架构。
2. 支持多模态交互功能，实现多终端访问能力。",2026-04-06,紫金山实验室,杨浩,025-68505993,江苏,南京市,95.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26265049.htm,南京市江宁区秣周东路9号B1栋
福清市农村公路“智慧巡查服务项目”,2026-03-12T17:00+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,福清市交通运输局,陈云,0591-83393306,福建,福州市福清市,119.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26264398.htm,福建省福州市福清市音西街道音西村
沭阳县智慧城市新型基础设施建设项目一期（前端租赁服务）,2026-03-12T16:15+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,沭阳县公安局本级,荣敏,15150743577,江苏,,180.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26263724.htm,沭阳县沭城镇永康路1号
新安江第一小学改扩建工程智能化设备采购项目,2026-03-12T16:06+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,建德市新安江第一小学,邵璐,0571-89608253,浙江,,346.80万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26263613.htm,新安江街道新建路39号
涪陵区公安局应急防灾无人机快速响应基地建设项目,2026-03-12T11:25+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,重庆市涪陵区公安局,杨老师,17383088327,重庆,重庆市,140.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26262105.htm,重庆市涪陵新城区太白大道7号
荆州市荆州区智慧城管信息化系统建设项目,2026-03-12T10:57+08:00,无相关要求,无相关要求,无相关要求,2026-03-13,荆州市荆州区城市管理综合服务中心,李雪芹,0716-8010809,湖北,,556.63万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26261938.htm,荆州区荆州中路80号
凤城市校园食品安全、食材集采、膳食经费与膳食营养数智化管理平台项目,2026-03-12T10:30+08:00,校园食品安全与膳食管理AI智能监管平台,建设数智化管理平台，通过AI技术对校园食堂加工环节进行智能纠偏，实时抓拍分析违规行为，实现食品安全全方位监管。,"【背景概述】
为解决校园食品安全和膳食经费管理问题，建设食品安全、食材集采、膳食经费与膳食营养数智化管理平台，对43所学校食堂设施设备升级改造实现与平台信息交互，借助信息化手段对责任落实、资金管理使用、食品安全、大宗食材管理等开展全方位监管。

1、加工环节AI智能纠偏功能：平台运用AI与大数据技术，对食堂工作人员清洗、加工期间的行为进行实时抓拍分析，识别包括吸烟、未佩戴口罩在内的超过二十种异常违规行为，生成预警信息推送给学校及监管单位，督促工作人员及时改正不规范行为。",2026-04-02,凤城市教育局,徐嘉宁,0415-2215899,辽宁,凤城市,379.87万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26261782.htm,辽宁省凤城市凤凰街道振兴街65号
运城市人民检察院档案室升级改造项目,2026-03-12T21:31+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,山西省运城市人民检察院机关,杨女士,18635989181,山西,运城市,161.34万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26265826.htm,运城市盐湖区河东东街3589号
郑州市商贸管理学校智能网联汽车实训室建设项目,2026-03-12T21:30+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,郑州市商贸管理学校,曹荣,0371-63225115,河南,郑州市,166.50万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26265822.htm,河南省郑州市管城回族区豫英路1号
第八师石河子市民政服务机构智慧消防系统建设试点项目,2026-03-12T20:27+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,新疆兵团第八师民政局,李艳辉、王俊龙、朱雪彤,18199695596、19190364090,,石河子市,97.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260312_26265715.htm,石河子市北四路
